"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","34527","Verify login with valid credentials","Microsoft Edge","Thu Jan 22 10:37:46 IST 2026","failed","Thu Jan 22 10:38:20 IST 2026","","softharassertions.spec.js","",""
